loss_train,loss_train_noisy,loss_train_clean,accuracy_train,loss_val,accuracy_val,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
2.2482308540935105,1.9994280887581457,2.447506066910441,0.18384444444444445,2.1711640008211135,0.2198,29.513228178024292,False,,,1,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-12-12,1638544332,29.513228178024292,17436,nb-test,10.138.0.16,29.513228178024292,0,1
2.178744725334664,1.957137391348723,2.3562381249048663,0.23644444444444446,2.141126961863041,0.2458,20.705413579940796,False,,,2,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-12-33,1638544353,50.21864175796509,17436,nb-test,10.138.0.16,50.21864175796509,0,2
2.133440948093737,1.9304029043924373,2.2960615255377745,0.26024444444444444,2.1224695311307906,0.2632,22.396546840667725,False,,,3,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-12-55,1638544375,72.61518859863281,17436,nb-test,10.138.0.16,72.61518859863281,0,3
2.107195332840199,1.9025317377591968,2.2711178736956867,0.27166666666666667,2.1184380661308766,0.2618,22.41740393638611,False,,,4,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-13-17,1638544397,95.03259253501892,17436,nb-test,10.138.0.16,95.03259253501892,0,4
2.062351919899233,1.8080881623327683,2.266001040649128,0.2885111111111111,2.0790979381203654,0.289,22.78078293800354,False,,,5,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-13-40,1638544420,117.81337547302246,17436,nb-test,10.138.0.16,117.81337547302246,0,5
2.0149594227384244,1.7811179577171803,2.202251584241212,0.30235555555555554,2.0840923954591153,0.2882,22.648571014404297,False,,,6,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-14-03,1638544443,140.46194648742676,17436,nb-test,10.138.0.16,140.46194648742676,0,6
2.040514476237753,1.833906043270752,2.205994708717388,0.3169111111111111,2.0363512157469987,0.3124,22.602150440216064,False,,,7,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-14-25,1638544465,163.06409692764282,17436,nb-test,10.138.0.16,163.06409692764282,0,7
2.0196012359703306,1.8398524608013378,2.1635685884919225,0.3316,2.033075642451644,0.3252,22.6664137840271,False,,,8,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-14-48,1638544488,185.73051071166992,17436,nb-test,10.138.0.16,185.73051071166992,0,8
1.9915301094096562,1.7674500165097964,2.171004031817506,0.3385111111111111,2.0202589531332253,0.3314,22.777382850646973,False,,,9,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-15-11,1638544511,208.5078935623169,17436,nb-test,10.138.0.16,208.5078935623169,0,9
2.0085880760542243,1.8487830533826688,2.1365817495134536,0.3473777777777778,2.0051718390882014,0.3436,22.796971797943115,False,,,10,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-15-34,1638544534,231.30486536026,17436,nb-test,10.138.0.16,231.30486536026,0,10
1.9577528382351137,1.761395742227883,2.11502240090341,0.3569333333333333,1.9962769281983375,0.3504,22.307671308517456,False,,,11,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-15-56,1638544556,253.61253666877747,17436,nb-test,10.138.0.16,253.61253666877747,0,11
1.9582849931863822,1.7423573301005975,2.131229337098654,0.36333333333333334,1.9788638981953264,0.3536,22.895684242248535,False,,,12,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-16-19,1638544579,276.508220911026,17436,nb-test,10.138.0.16,276.508220911026,0,12
1.9568257911943105,1.7838059764332654,2.0954036738057784,0.3716888888888889,1.975009699934721,0.3594,22.750102758407593,False,,,13,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-16-42,1638544602,299.2583236694336,17436,nb-test,10.138.0.16,299.2583236694336,0,13
1.895277908966918,1.6965879697169914,2.0544159309066754,0.3753111111111111,1.9790720555245875,0.3514,23.169122457504272,False,,,14,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-17-05,1638544625,322.42744612693787,17436,nb-test,10.138.0.16,322.42744612693787,0,14
1.9666975723239597,1.7699369812070525,2.124290308947911,0.3824222222222222,1.957730908471346,0.3646,22.745412588119507,False,,,15,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-17-28,1638544648,345.1728587150574,17436,nb-test,10.138.0.16,345.1728587150574,0,15
1.913741521129888,1.6895760749432884,2.0932838060993704,0.38853333333333334,1.9422003428384662,0.3806,22.895530462265015,False,,,16,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-17-50,1638544670,368.0683891773224,17436,nb-test,10.138.0.16,368.0683891773224,0,16
1.915090015426625,1.6931200791856307,2.0928738363731605,0.39393333333333336,1.944982607151568,0.3766,22.413519620895386,False,,,17,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-18-13,1638544693,390.4819087982178,17436,nb-test,10.138.0.16,390.4819087982178,0,17
1.8924319560952176,1.678959720113102,2.0634096588490545,0.39757777777777775,1.9332012748256326,0.38,22.93869185447693,False,,,18,71b1c_00002,0645a478aa5b4579b0cc3e65426e9a96,2021-12-03_15-18-36,1638544716,413.4206006526947,17436,nb-test,10.138.0.16,413.4206006526947,0,18
