Wall time,Step,Value
1637943077.1324222,1,1.9555388689041138
1637943095.0448885,2,1.6414257287979126
1637943113.0065258,3,1.5751478672027588
1637943130.9773588,4,1.4270479679107666
1637943148.916127,5,1.3441847562789917
1637943166.892666,6,1.2730669975280762
1637943184.984572,7,1.207492470741272
1637943203.0296245,8,1.1694949865341187
1637943221.126908,9,1.1133458614349365
1637943239.927141,10,1.128788709640503
1637943258.8735893,11,1.0222461223602295
1637943277.7867372,12,1.0532066822052002
1637943296.7392724,13,0.9735150337219238
1637943315.4992738,14,1.0010523796081543
1637943334.2551062,15,0.9212437868118286
1637943352.9363737,16,0.9287405014038086
1637943371.8279152,17,0.9020007848739624
1637943390.758303,18,0.9386312365531921
1637943409.5342796,19,0.9072411060333252
1637943428.3395152,20,0.9105215668678284
1637943447.0227268,21,0.8277856707572937
1637943465.7531958,22,0.817325234413147
1637943483.921511,23,0.8718215227127075
1637943501.5953798,24,0.8745441436767578
1637943519.396761,25,0.7752454876899719
1637943537.3165262,26,0.7508023381233215
1637943555.220801,27,0.9038211107254028
1637943573.136347,28,0.7800065875053406
1637943591.1735375,29,0.746147632598877
1637943609.0663967,30,0.8451605439186096
1637943626.9267519,31,0.7156766057014465
1637943645.0096853,32,0.7135720252990723
1637943662.9918652,33,0.7861834764480591
1637943680.986542,34,0.8017622232437134
1637943699.2185478,35,0.7192612886428833
1637943717.2323174,36,0.6973496675491333
1637943735.0379539,37,0.7513443231582642
1637943753.168667,38,0.7338434457778931
1637943771.1394856,39,0.6708941459655762
1637943789.0650327,40,0.708384096622467
1637943807.1822312,41,0.6266002058982849
1637943824.9918215,42,0.7596228718757629
1637943843.0472982,43,0.7525302171707153
1637943860.9371235,44,0.6127395629882812
1637943878.7394936,45,0.7214920520782471
1637943896.9507906,46,0.5393332242965698
1637943915.0628536,47,0.7101552486419678
1637943932.9889555,48,0.7310386896133423
1637943951.1488013,49,0.6420077681541443
1637943969.3358963,50,0.5910483598709106
1637943987.2328975,51,0.5478789210319519
1637944005.0801651,52,0.5618475675582886
1637944023.106633,53,0.6226910352706909
1637944041.0526364,54,0.6216336488723755
1637944058.947535,55,0.783584713935852
1637944076.8805017,56,0.6882159113883972
1637944094.7006073,57,0.7376061081886292
1637944112.5721645,58,0.6649534702301025
1637944130.5303817,59,0.5791167616844177
1637944148.584162,60,0.604242742061615
1637944166.5089867,61,0.6160537004470825
1637944184.7403026,62,0.6499119997024536
1637944203.099706,63,0.6577712297439575
1637944221.2218988,64,0.626101553440094
1637944239.451029,65,0.6270289421081543
1637944257.2016852,66,0.6679285168647766
1637944275.0459566,67,0.6875494122505188
1637944292.9772642,68,0.6276806592941284
1637944310.9278085,69,0.6135815978050232
1637944328.8845265,70,0.5578945279121399
1637944346.9673123,71,0.559747576713562
1637944364.8134646,72,0.5735682845115662
1637944382.9272466,73,0.6138550043106079
1637944401.1038988,74,0.5391812324523926
1637944419.0092585,75,0.552850604057312
1637944436.7667751,76,0.5335093140602112
1637944454.8020446,77,0.6314455270767212
1637944472.7076929,78,0.5212765336036682
1637944490.6301715,79,0.6029874086380005
1637944508.809072,80,0.5657799243927002
1637944526.7506602,81,0.5735757350921631
1637944544.668944,82,0.3668910562992096
1637944562.6484125,83,0.4708787798881531
1637944580.7832556,84,0.5783026814460754
1637944598.6747382,85,0.5272311568260193
1637944616.6305563,86,0.6147782802581787
1637944634.7457032,87,0.5669502019882202
1637944652.568863,88,0.6131598353385925
1637944670.6039243,89,0.5854249596595764
1637944688.3904855,90,0.6044444441795349
1637944706.462215,91,0.5653607249259949
1637944724.4323008,92,0.5780509114265442
1637944742.4086094,93,0.6566922068595886
1637944760.4505167,94,0.43776756525039673
1637944778.6575775,95,0.44083163142204285
1637944796.5803375,96,0.666012704372406
1637944814.4177155,97,0.6096600294113159
1637944832.3181524,98,0.49626803398132324
1637944850.096412,99,0.5998562574386597
1637944868.1059391,100,0.5508612990379333
1637944886.0846064,101,0.5805683135986328
1637944903.9181798,102,0.5788005590438843
1637944921.6247122,103,0.5685362815856934
1637944939.8564968,104,0.5388308167457581
1637944957.6898174,105,0.5377084016799927
1637944975.6760392,106,0.5559055805206299
1637944993.7236836,107,0.483634352684021
1637945011.658728,108,0.4803411364555359
1637945029.7111573,109,0.45669132471084595
1637945047.6216369,110,0.40822890400886536
1637945065.5082068,111,0.6244186162948608
1637945083.5505536,112,0.5656768679618835
1637945101.4720614,113,0.43111807107925415
1637945119.306949,114,0.43642017245292664
1637945137.0675745,115,0.656261682510376
1637945154.827759,116,0.5670587420463562
1637945172.6275828,117,0.6208858489990234
1637945190.264073,118,0.4682782292366028
1637945208.0189173,119,0.49516522884368896
1637945225.7950592,120,0.38158565759658813
1637945243.3991504,121,0.386165976524353
1637945261.1227987,122,0.5938270688056946
1637945278.7787247,123,0.4899427592754364
1637945296.5096996,124,0.5408658385276794
1637945314.165906,125,0.5151435732841492
1637945331.7877886,126,0.4626731872558594
1637945349.3804731,127,0.5900869369506836
1637945367.1609511,128,0.5305550694465637
1637945384.797068,129,0.5308429598808289
1637945402.5881734,130,0.5807076096534729
1637945420.208091,131,0.5131673216819763
1637945438.0562825,132,0.5319952964782715
1637945455.7355914,133,0.4874957501888275
1637945473.5539305,134,0.5440325736999512
1637945491.0745857,135,0.4761245548725128
1637945508.567696,136,0.4785522520542145
1637945526.2539246,137,0.4809812605381012
1637945543.8117702,138,0.41129645705223083
1637945561.234957,139,0.35454297065734863
1637945578.9321594,140,0.5999466180801392
1637945596.2893214,141,0.5835066437721252
1637945613.8896542,142,0.4939934313297272
1637945631.651418,143,0.5169699788093567
1637945649.3566551,144,0.5435994863510132
1637945666.9137452,145,0.46848025918006897
1637945684.85496,146,0.4342053532600403
1637945702.6467981,147,0.5988465547561646
1637945720.467512,148,0.45804160833358765
1637945738.1183252,149,0.4346194267272949
1637945755.8842564,150,0.349158376455307
1637945773.4618444,151,0.4885445535182953
1637945791.0399566,152,0.504340648651123
1637945808.8243651,153,0.5715418457984924
1637945826.4196763,154,0.42276832461357117
1637945844.2091224,155,0.4564684331417084
1637945861.867376,156,0.5771186351776123
1637945879.45946,157,0.3990597128868103
1637945897.2225652,158,0.593733549118042
1637945914.923907,159,0.3690117597579956
1637945932.5382957,160,0.42166420817375183
1637945950.2062762,161,0.4515102505683899
1637945967.9600525,162,0.4625908136367798
1637945985.7184799,163,0.5031787157058716
1637946003.2875204,164,0.5411046743392944
1637946020.8928523,165,0.4398081600666046
1637946038.355521,166,0.5655824542045593
1637946055.9792814,167,0.5088993906974792
1637946073.7510457,168,0.5069658160209656
1637946091.421662,169,0.4654534161090851
1637946109.0566928,170,0.5139514803886414
1637946126.4605339,171,0.4366553723812103
1637946144.093486,172,0.5051688551902771
1637946161.773136,173,0.46247783303260803
1637946180.1328392,174,0.5513921976089478
1637946198.4074857,175,0.31931063532829285
1637946216.6747167,176,0.4493604004383087
1637946235.188367,177,0.41840943694114685
1637946253.656963,178,0.5794125199317932
1637946271.9356086,179,0.5091963410377502
1637946290.1106853,180,0.5521876215934753
1637946308.594521,181,0.4799923896789551
1637946326.9390323,182,0.5140561461448669
1637946345.3060489,183,0.3724360167980194
1637946363.813723,184,0.34358730912208557
1637946382.2960835,185,0.4064196050167084
1637946400.4683437,186,0.5319846868515015
1637946418.4422202,187,0.5337324738502502
1637946436.2329335,188,0.40019041299819946
1637946453.6954865,189,0.4384227991104126
1637946471.2733145,190,0.5045835971832275
1637946489.1233425,191,0.5377429127693176
1637946506.6474385,192,0.5475333333015442
1637946524.3564844,193,0.40567827224731445
1637946541.9266536,194,0.4246746301651001
1637946559.5828454,195,0.4377935528755188
1637946577.156049,196,0.40292152762413025
1637946595.098389,197,0.4668756425380707
1637946612.7511876,198,0.3853767514228821
1637946630.3833075,199,0.41069331765174866
1637946648.1395502,200,0.4086940884590149
1637946665.7555423,201,0.5266291499137878
1637946683.3901222,202,0.43203306198120117
1637946700.8544245,203,0.3991498649120331
1637946718.5452747,204,0.5445227026939392
1637946736.1244102,205,0.4269092381000519
1637946753.649018,206,0.4952448308467865
1637946771.1404254,207,0.6457244753837585
1637946788.6826317,208,0.42202872037887573
1637946806.4941044,209,0.49858519434928894
1637946824.2426062,210,0.4545247554779053
1637946842.1128426,211,0.34168198704719543
1637946860.248708,212,0.36231595277786255
1637946878.1279943,213,0.43208497762680054
1637946896.0253425,214,0.3939678370952606
1637946913.6703544,215,0.5359543561935425
1637946931.1156325,216,0.36401301622390747
1637946948.7136202,217,0.4855872690677643
1637946966.5157008,218,0.37368595600128174
1637946984.1254787,219,0.5093599557876587
1637947001.6872673,220,0.45091477036476135
1637947019.5131977,221,0.32703840732574463
1637947037.0973477,222,0.42190712690353394
1637947054.8194585,223,0.43543538451194763
1637947072.4908192,224,0.3629235327243805
1637947089.9869678,225,0.3988524377346039
1637947107.549037,226,0.32501354813575745
1637947125.3061776,227,0.3652363121509552
1637947142.8577719,228,0.3869592845439911
1637947160.4556775,229,0.4059479832649231
1637947178.0947263,230,0.32715272903442383
1637947195.730809,231,0.534572184085846
1637947213.5519485,232,0.4439724087715149
1637947231.257336,233,0.43628665804862976
1637947248.7360733,234,0.3508080542087555
1637947266.564738,235,0.49444687366485596
1637947284.4823236,236,0.46364596486091614
1637947302.1546953,237,0.4820024073123932
1637947319.7989728,238,0.45793482661247253
1637947337.6304138,239,0.39448845386505127
1637947355.55686,240,0.4066888689994812
