Wall time,Step,Value
1637957697.6628528,1,2.058150053024292
1637957716.218318,2,1.8025983572006226
1637957734.659025,3,1.727839708328247
1637957753.5255876,4,1.6749491691589355
1637957772.3817887,5,1.6391273736953735
1637957790.8813899,6,1.6092736721038818
1637957809.3333876,7,1.5879087448120117
1637957827.7282803,8,1.572750449180603
1637957846.1903892,9,1.5467833280563354
1637957864.7030003,10,1.530301570892334
1637957883.2781682,11,1.5136524438858032
1637957901.6483088,12,1.5018525123596191
1637957920.089894,13,1.483945608139038
1637957938.8340442,14,1.471469759941101
1637957958.3462222,15,1.4627015590667725
1637957977.6168337,16,1.442285180091858
1637957997.083966,17,1.4284695386886597
1637958016.3328607,18,1.4187322854995728
1637958035.6419299,19,1.4112380743026733
1637958054.827877,20,1.3969767093658447
1637958074.0101814,21,1.379313588142395
1637958093.3105123,22,1.3718050718307495
1637958112.412493,23,1.3638440370559692
1637958131.6624348,24,1.350553274154663
1637958150.698053,25,1.3410321474075317
1637958169.7054706,26,1.329039454460144
1637958188.5137045,27,1.3201054334640503
1637958206.7088923,28,1.31113862991333
1637958224.8744352,29,1.2943469285964966
1637958243.1645515,30,1.289068341255188
1637958261.5240922,31,1.278503656387329
1637958279.9085276,32,1.2685928344726562
1637958298.2926872,33,1.2593713998794556
1637958316.6969965,34,1.2564054727554321
1637958335.0070782,35,1.2337945699691772
1637958353.4379807,36,1.2296704053878784
1637958371.7140536,37,1.2180241346359253
1637958390.2117774,38,1.2079224586486816
1637958408.7852166,39,1.1985021829605103
1637958427.238688,40,1.1865417957305908
1637958445.7556164,41,1.180875539779663
1637958464.4809108,42,1.1650373935699463
1637958482.8571732,43,1.1621601581573486
1637958501.1741898,44,1.1551531553268433
1637958519.8981764,45,1.1364420652389526
1637958538.2490869,46,1.133575201034546
1637958556.6430829,47,1.1187726259231567
1637958575.1274083,48,1.1122195720672607
1637958593.5731244,49,1.1045093536376953
1637958611.936089,50,1.0934244394302368
1637958630.3219652,51,1.0788862705230713
1637958648.4812436,52,1.0618185997009277
1637958666.7564414,53,1.0616233348846436
1637958685.1239579,54,1.042470932006836
1637958703.3880072,55,1.0432560443878174
1637958721.7948136,56,1.0313137769699097
1637958740.4762573,57,1.0111665725708008
1637958758.7310066,58,1.0084480047225952
1637958776.9932406,59,1.005110263824463
1637958795.3373435,60,0.9945188164710999
1637958813.6010976,61,0.9712372422218323
1637958831.9363947,62,0.9643887877464294
1637958850.2036073,63,0.958730161190033
1637958868.3276198,64,0.9525690078735352
1637958886.6567237,65,0.9408143162727356
1637958905.0120175,66,0.9324615597724915
1637958923.299859,67,0.9204410314559937
1637958941.6770256,68,0.9106825590133667
1637958960.1357276,69,0.9013227224349976
1637958978.5282018,70,0.8880185484886169
1637958996.741667,71,0.8733523488044739
1637959015.2091684,72,0.8647859692573547
1637959033.5717285,73,0.8545258641242981
1637959052.0438974,74,0.8498379588127136
1637959070.5331562,75,0.8334795236587524
1637959088.9192824,76,0.8240348100662231
1637959107.5278406,77,0.8166429996490479
1637959125.9225843,78,0.8029891848564148
1637959144.2594771,79,0.8007758855819702
1637959162.8491604,80,0.783052384853363
1637959181.1815963,81,0.778457760810852
1637959199.4158387,82,0.7816349267959595
1637959217.8006446,83,0.769661009311676
1637959235.9615073,84,0.7467599511146545
1637959254.0343268,85,0.7549036145210266
1637959272.5042398,86,0.7386134266853333
1637959290.777241,87,0.7239518761634827
1637959309.1520717,88,0.713007390499115
1637959327.514358,89,0.7076623439788818
1637959345.6067896,90,0.7019065618515015
1637959363.8933337,91,0.6946110129356384
1637959382.438846,92,0.6770933270454407
1637959400.8967025,93,0.6733453273773193
1637959419.1715524,94,0.6538904905319214
1637959437.478824,95,0.6569191813468933
1637959455.7231886,96,0.6491863131523132
1637959473.9529126,97,0.6346116065979004
1637959492.2837315,98,0.6243497729301453
1637959510.5357616,99,0.6312068700790405
1637959528.761455,100,0.6074651479721069
1637959547.0862381,101,0.6020947098731995
1637959565.5342255,102,0.5876408815383911
1637959583.9571047,103,0.5976842045783997
1637959602.1212795,104,0.5796575546264648
1637959620.550637,105,0.5704087018966675
1637959639.0574453,106,0.5573806762695312
1637959657.4943492,107,0.5722752213478088
1637959675.8461592,108,0.557441234588623
1637959694.1902592,109,0.5286320447921753
1637959712.8409505,110,0.5422319769859314
1637959731.4382024,111,0.5361194014549255
1637959749.99313,112,0.5263559818267822
1637959768.500268,113,0.505440354347229
1637959786.9522521,114,0.5031317472457886
1637959805.437857,115,0.5002938508987427
1637959824.4279122,116,0.48417478799819946
1637959843.0563128,117,0.4820574223995209
1637959861.6168468,118,0.48346200585365295
1637959880.2694142,119,0.46810007095336914
1637959898.7709906,120,0.4694020748138428
1637959917.242784,121,0.46041277050971985
1637959936.1038635,122,0.4504406452178955
1637959954.779909,123,0.45351502299308777
1637959973.3321066,124,0.4526333510875702
1637959991.8887112,125,0.4423259198665619
1637960010.2637243,126,0.43827739357948303
1637960028.832463,127,0.4202193021774292
1637960047.3305,128,0.41461431980133057
1637960065.7515562,129,0.42739614844322205
1637960084.3345656,130,0.4045969545841217
1637960102.6921754,131,0.4063904881477356
1637960121.0986564,132,0.39972788095474243
1637960139.6882827,133,0.39671486616134644
1637960158.070392,134,0.3855733871459961
1637960176.5101645,135,0.39778798818588257
1637960195.0278084,136,0.3721734285354614
1637960213.4649837,137,0.3714243471622467
1637960231.9357986,138,0.3670090436935425
1637960250.3841531,139,0.3563593327999115
1637960268.6935892,140,0.3615032732486725
1637960287.258581,141,0.3381434381008148
1637960305.9206688,142,0.3562307357788086
1637960324.470034,143,0.347005695104599
1637960342.8900065,144,0.3466472327709198
1637960361.551103,145,0.33225658535957336
1637960379.9171941,146,0.3317011594772339
1637960398.216795,147,0.33362191915512085
1637960416.6789715,148,0.3339990973472595
1637960435.055695,149,0.3243843615055084
1637960453.5341814,150,0.30979859828948975
1637960471.8796642,151,0.31780603528022766
1637960490.125323,152,0.3138658106327057
1637960508.6702387,153,0.30433112382888794
1637960527.162588,154,0.29863110184669495
1637960545.436605,155,0.30027616024017334
1637960563.896251,156,0.30272698402404785
1637960582.5132794,157,0.2897811233997345
1637960600.9684284,158,0.2892375588417053
1637960619.5142357,159,0.2878546416759491
1637960637.9149802,160,0.29105624556541443
1637960656.3936756,161,0.2697535455226898
1637960674.7696724,162,0.26784539222717285
1637960693.3506317,163,0.29545098543167114
1637960711.6956155,164,0.283404141664505
1637960730.2225072,165,0.27298083901405334
