Wall time,Step,Value
1637854705.9274268,1,0.17151999473571777
1637854724.4757662,2,0.21276000142097473
1637854743.0341806,3,0.2287999987602234
1637854761.4761794,4,0.2445400059223175
1637854780.0608985,5,0.25336000323295593
1637854798.6347694,6,0.2671799957752228
1637854817.2718735,7,0.2776600122451782
1637854835.7297354,8,0.288100004196167
1637854854.2937994,9,0.29708001017570496
1637854872.77315,10,0.30234000086784363
1637854891.5277488,11,0.31200000643730164
1637854910.18936,12,0.31275999546051025
1637854928.6114213,13,0.32058000564575195
1637854947.270487,14,0.321399986743927
1637854965.7040174,15,0.3296400010585785
1637854984.256341,16,0.33535999059677124
1637855002.7407641,17,0.3417400121688843
1637855021.3216,18,0.3436799943447113
1637855039.74002,19,0.35392001271247864
1637855058.1747727,20,0.3587000072002411
1637855076.7011507,21,0.36127999424934387
1637855095.2516193,22,0.3643999993801117
1637855113.8068132,23,0.3683199882507324
1637855132.1405494,24,0.3761399984359741
1637855150.4129658,25,0.3782599866390228
1637855168.7390492,26,0.37860000133514404
1637855187.0539887,27,0.3847000002861023
1637855205.508767,28,0.3876799941062927
1637855223.753016,29,0.3874000012874603
1637855241.985616,30,0.390859991312027
1637855260.340478,31,0.39305999875068665
1637855278.62876,32,0.394679993391037
1637855297.1431715,33,0.3993000090122223
1637855315.3822932,34,0.39893999695777893
1637855333.7763934,35,0.4050000011920929
1637855352.2621076,36,0.4055800139904022
1637855370.647067,37,0.4113999903202057
1637855389.1068902,38,0.4142799973487854
1637855407.478401,39,0.40964001417160034
1637855425.8646946,40,0.4138000011444092
1637855444.2757187,41,0.4156000018119812
1637855462.7659974,42,0.41387999057769775
1637855481.0553687,43,0.42155998945236206
1637855499.4198732,44,0.4207800030708313
1637855518.0129557,45,0.4227199852466583
1637855536.3941045,46,0.42340001463890076
1637855554.8725488,47,0.4259600043296814
1637855573.261389,48,0.4256199896335602
1637855591.6390214,49,0.42570000886917114
1637855610.0847461,50,0.4289200007915497
1637855628.4366558,51,0.4291200041770935
1637855646.6794865,52,0.4343999922275543
1637855664.98748,53,0.43584001064300537
1637855683.22761,54,0.4359799921512604
1637855701.4910479,55,0.4359999895095825
1637855719.6970503,56,0.43744000792503357
1637855738.1330998,57,0.441540002822876
1637855756.6641183,58,0.4410400092601776
1637855775.140532,59,0.44113999605178833
1637855793.5494082,60,0.44703999161720276
1637855811.8758297,61,0.44745999574661255
1637855830.3318272,62,0.44655999541282654
1637855848.8036904,63,0.4490799903869629
1637855867.1913767,64,0.4530400037765503
1637855885.650953,65,0.4514999985694885
1637855904.2759724,66,0.45392000675201416
1637855923.008603,67,0.45127999782562256
1637855941.450344,68,0.4543600082397461
1637855960.0202043,69,0.45548000931739807
1637855978.4987838,70,0.45462000370025635
1637855997.1135166,71,0.4563399851322174
1637856015.5112472,72,0.4581800103187561
1637856034.0837429,73,0.456820011138916
1637856052.6140244,74,0.4607200026512146
1637856071.1973581,75,0.46215999126434326
1637856089.5697765,76,0.4608199894428253
1637856108.182942,77,0.46101999282836914
1637856126.6585565,78,0.4602600038051605
1637856145.0909293,79,0.46257999539375305
1637856163.3775642,80,0.4622400104999542
1637856181.8756518,81,0.4645400047302246
1637856200.2309735,82,0.4670799970626831
1637856218.5927072,83,0.46678000688552856
1637856236.9857552,84,0.4675000011920929
1637856255.2773561,85,0.4664599895477295
1637856273.7266214,86,0.4685800075531006
1637856292.3043292,87,0.4726000130176544
