Wall time,Step,Value
1637943077.1324222,1,1.9504404067993164
1637943095.0448885,2,1.6731678247451782
1637943113.0065258,3,1.6107620000839233
1637943130.9773588,4,1.4738452434539795
1637943148.916127,5,1.3899801969528198
1637943166.892666,6,1.3024826049804688
1637943184.984572,7,1.2348599433898926
1637943203.0296245,8,1.213209867477417
1637943221.126908,9,1.175156593322754
1637943239.927141,10,1.1844415664672852
1637943258.8735893,11,1.1143784523010254
1637943277.7867372,12,1.1154249906539917
1637943296.7392724,13,1.0396623611450195
1637943315.4992738,14,1.0798835754394531
1637943334.2551062,15,0.9959211349487305
1637943352.9363737,16,1.0045593976974487
1637943371.8279152,17,0.9843412637710571
1637943390.758303,18,1.0184561014175415
1637943409.5342796,19,0.9668897390365601
1637943428.3395152,20,0.9882590174674988
1637943447.0227268,21,0.9018635749816895
1637943465.7531958,22,0.9041844010353088
1637943483.921511,23,0.9449998736381531
1637943501.5953798,24,0.9304620027542114
1637943519.396761,25,0.8636524677276611
1637943537.3165262,26,0.8309811949729919
1637943555.220801,27,0.9549412727355957
1637943573.136347,28,0.8546964526176453
1637943591.1735375,29,0.8495748043060303
1637943609.0663967,30,0.9313741326332092
1637943626.9267519,31,0.7868552803993225
1637943645.0096853,32,0.8050321936607361
1637943662.9918652,33,0.8643252849578857
1637943680.986542,34,0.911239743232727
1637943699.2185478,35,0.8394368886947632
1637943717.2323174,36,0.7796038389205933
1637943735.0379539,37,0.8584115505218506
1637943753.168667,38,0.8203774094581604
1637943771.1394856,39,0.7538883090019226
1637943789.0650327,40,0.7969433069229126
1637943807.1822312,41,0.6867925524711609
1637943824.9918215,42,0.7953299880027771
1637943843.0472982,43,0.8055266737937927
1637943860.9371235,44,0.6937325596809387
1637943878.7394936,45,0.7826088666915894
1637943896.9507906,46,0.6067226529121399
1637943915.0628536,47,0.7787829637527466
1637943932.9889555,48,0.8027740120887756
1637943951.1488013,49,0.7688729763031006
1637943969.3358963,50,0.710602343082428
1637943987.2328975,51,0.6522878408432007
1637944005.0801651,52,0.6304927468299866
1637944023.106633,53,0.7309597730636597
1637944041.0526364,54,0.7139526009559631
1637944058.947535,55,0.8275657892227173
1637944076.8805017,56,0.7824638485908508
1637944094.7006073,57,0.8196223378181458
1637944112.5721645,58,0.7398762702941895
1637944130.5303817,59,0.6765203475952148
1637944148.584162,60,0.6701297760009766
1637944166.5089867,61,0.6932573914527893
1637944184.7403026,62,0.7397689819335938
1637944203.099706,63,0.7342992424964905
1637944221.2218988,64,0.7097848653793335
1637944239.451029,65,0.7405948638916016
1637944257.2016852,66,0.761884868144989
1637944275.0459566,67,0.7930964231491089
1637944292.9772642,68,0.7197865843772888
1637944310.9278085,69,0.6894733905792236
1637944328.8845265,70,0.6561368107795715
1637944346.9673123,71,0.6421167254447937
1637944364.8134646,72,0.6552242636680603
1637944382.9272466,73,0.7069858312606812
1637944401.1038988,74,0.6098722219467163
1637944419.0092585,75,0.6296136975288391
1637944436.7667751,76,0.619134783744812
